,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,check
421,2020,536,3,COLEGIO BERNARDA MORIN, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.910770000000000,-71.22920999999999,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
422,2020,537,1,COLEGIO LUIS BRAILLE, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.932678220000000,-71.25833892999999,0,213,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
423,2020,539,8,COLEGIO DE ALGARROBITO, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.936920000000000,-71.14404300000000,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
424,2020,540,1,ESCUELA DE ISLON, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.897869000000000,-71.18531800000000,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
425,2020,542,8,ESCUELA DE LAMBERT, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.843019000000000,-71.11961400000000,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,True
426,2020,543,6,COLEGIO ALTOVALSOL, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,1,-29.942289000000000,-71.12130700000000,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
427,2020,544,4,ESCUELA DE EL MILAGRO, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,1,-29.949436190000000,-71.22617339999999,0,216,0,0,0,0,0,0,0,0,0,0,1,1,7,NO APLICA,GRATUITO,GRATUITO,True
428,2020,546,0,COLEGIO COQUIMBITO, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.915039000000000,-71.14943700000001,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
429,2020,548,7,ESCUELA DE COLONIA ALFALFARES, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,0,-29.904640000000000,-71.23429899999999,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,True
430,2020,549,5,ESCUELA DE LOS CORRALES, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,1,-30.054319000000000,-71.05431400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,True
431,2020,550,9,ESCUELA DE ALMIRANTE LATORRE, ,70892100,1,4,COQ,41,4101,LA SERENA,41,ELQUI,1,1,1,-29.636620000000000,-70.95687100000001,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,True
